Entrance/Exit Statistics,,
Parameters,,
"Mon, Sep 12, 2022 12:00 AM to Mon, Feb 20, 2023 11:59 PM",,
Facilities: Recreation Center,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,
,Entrances,Exits
04:00 - 04:15 PM,126,0
04:15 - 04:30 PM,76,0
04:30 - 04:45 PM,74,0
04:45 - 05:00 PM,59,0
05:00 - 05:15 PM,84,0
05:15 - 05:30 PM,83,0
05:30 - 05:45 PM,50,0
05:45 - 06:00 PM,57,0
06:00 - 06:15 PM,106,0
06:15 - 06:30 PM,85,0
06:30 - 06:45 PM,59,0
06:45 - 07:00 PM,84,0
07:00 - 07:15 PM,82,0
07:15 - 07:30 PM,56,0
07:30 - 07:45 PM,50,0
07:45 - 08:00 PM,73,0
08:00 - 08:15 PM,54,0
08:15 - 08:30 PM,71,0
08:30 - 08:45 PM,52,0
08:45 - 9:00 PM,36,0
9:00 - 9:15 PM,55,0
9:15 - 9:30 PM,47,0
9:30 - 9:45 PM,29,0
9:45 - 10:00 PM,41,0
10:00 - 10:15 PM,21,0
10:15 - 10:30 PM,44,0
10:30 - 10:45 PM,21,0
10:45 - 11:00 PM,10,0
"Tue, Feb 21 2023 2:45P",Page: 78/247,
Entrances,Exits,
11:00 - 11:15 PM,8,0
11:15 - 11:30 PM,6,0
11:30 - 11:45 PM,4,0
"Fri, Oct 28, 2022",3008,0
06:00 - 06:15 AM,45,0
06:15 - 06:30 AM,22,0
06:30 - 06:45 AM,20,0
06:45 - 07:00 AM,24,0
07:00 - 07:15 AM,12,0
07:15 - 07:30 AM,13,0
07:30 - 07:45 AM,21,0
07:45 - 08:00 AM,32,0
08:00 - 08:15 AM,45,0
08:15 - 08:30 AM,12,0
08:30 - 08:45 AM,23,0
08:45 - 9:00 AM,40,0
9:00 - 9:15 AM,42,0
9:15 - 9:30 AM,34,0
9:30 - 9:45 AM,26,0
9:45 - 10:00 AM,33,0
10:00 - 10:15 AM,68,0
10:15 - 10:30 AM,46,0
10:30 - 10:45 AM,37,0
10:45 - 11:00 AM,53,0
11:00 - 11:15 AM,73,0
11:15 - 11:30 AM,50,0
11:30 - 11:45 AM,44,0
11:45 - 12:00 AM,60,0
12:00 - 12:15 AM,124,0
12:15 - 12:30 AM,58,0
12:30 - 12:45 AM,49,0
12:45 - 01:00 PM,40,0
01:00 - 01:15 PM,81,0
01:15 - 01:30 PM,71,0
01:30 - 01:45 PM,45,0
01:45 - 02:00 PM,60,0
02:00 - 02:15 PM,73,0
02:15 - 02:30 PM,62,0
02:30 - 02:45 PM,45,0
02:45 - 03:00 PM,57,0
"Tue, Feb 21 2023 2:45P",Page: 79/247,
Entrances,Exits,
03:00 - 03:15 PM,72,0
03:15 - 03:30 PM,60,0
03:30 - 03:45 PM,67,0
03:45 - 04:00 PM,66,0
04:00 - 04:15 PM,89,0
04:15 - 04:30 PM,77,0
04:30 - 04:45 PM,46,0
04:45 - 05:00 PM,74,0
05:00 - 05:15 PM,95,0
05:15 - 05:30 PM,55,0
05:30 - 05:45 PM,46,0
05:45 - 06:00 PM,29,0
06:00 - 06:15 PM,39,0
06:15 - 06:30 PM,53,0
06:30 - 06:45 PM,38,0
06:45 - 07:00 PM,31,0
07:00 - 07:15 PM,60,0
07:15 - 07:30 PM,27,0
07:30 - 07:45 PM,26,0
07:45 - 08:00 PM,18,0
08:00 - 08:15 PM,14,0
08:15 - 08:30 PM,17,0
08:30 - 08:45 PM,22,0
08:45 - 9:00 PM,24,0
9:00 - 9:15 PM,17,0
9:15 - 9:30 PM,24,0
9:30 - 9:45 PM,30,0
9:45 - 10:00 PM,24,0
10:00 - 10:15 PM,28,0
10:15 - 10:30 PM,22,0
10:30 - 10:45 PM,33,0
10:45 - 11:00 PM,13,0
11:00 - 11:15 PM,16,0
11:15 - 11:30 PM,7,0
11:30 - 11:45 PM,4,0
11:45 - 00:00 AM,5,0
"Sat, Oct 29, 2022",2011,0
08:00 - 08:15 AM,35,0
08:15 - 08:30 AM,14,0
08:30 - 08:45 AM,14,0
"Tue, Feb 21 2023 2:45P",Page: 80/247,
Entrances,Exits,
08:45 - 9:00 AM,27,0
9:00 - 9:15 AM,23,0
9:15 - 9:30 AM,45,0
9:30 - 9:45 AM,21,0
9:45 - 10:00 AM,31,0
10:00 - 10:15 AM,38,0
10:15 - 10:30 AM,20,0
10:30 - 10:45 AM,43,0
10:45 - 11:00 AM,31,0
11:00 - 11:15 AM,38,0
11:15 - 11:30 AM,39,0
11:30 - 11:45 AM,31,0
11:45 - 12:00 AM,81,0
12:00 - 12:15 AM,74,0
12:15 - 12:30 AM,63,0
12:30 - 12:45 AM,47,0
12:45 - 01:00 PM,62,0
01:00 - 01:15 PM,48,0
01:15 - 01:30 PM,60,0
01:30 - 01:45 PM,55,0
01:45 - 02:00 PM,51,0
02:00 - 02:15 PM,55,0
02:15 - 02:30 PM,43,0
02:30 - 02:45 PM,56,0
02:45 - 03:00 PM,42,0
03:00 - 03:15 PM,51,0
03:15 - 03:30 PM,41,0
03:30 - 03:45 PM,47,0
03:45 - 04:00 PM,55,0
04:00 - 04:15 PM,57,0
04:15 - 04:30 PM,63,0
04:30 - 04:45 PM,40,0
04:45 - 05:00 PM,47,0
05:00 - 05:15 PM,34,0
05:15 - 05:30 PM,27,0
05:30 - 05:45 PM,29,0
05:45 - 06:00 PM,23,0
06:00 - 06:15 PM,37,0
06:15 - 06:30 PM,30,0
06:30 - 06:45 PM,26,0
"Tue, Feb 21 2023 2:45P",Page: 81/247,
,Entrances,Exits
06:45 - 07:00 PM,31,0
07:00 - 07:15 PM,23,0
07:15 - 07:30 PM,16,0
07:30 - 07:45 PM,15,0
07:45 - 08:00 PM,22,0
08:00 - 08:15 PM,18,0
08:15 - 08:30 PM,18,0
08:30 - 08:45 PM,22,0
08:45 - 9:00 PM,25,0
9:00 - 9:15 PM,10,0
9:15 - 9:30 PM,12,0
9:30 - 9:45 PM,5,0
Week: 10/30/2022 - 11/05/2022,24259,0
"Sun, Oct 30, 2022",2191,0
07:45 - 08:00 AM,3,0
08:00 - 08:15 AM,24,0
08:15 - 08:30 AM,14,0
08:30 - 08:45 AM,12,0
08:45 - 9:00 AM,18,0
9:00 - 9:15 AM,16,0
9:15 - 9:30 AM,12,0
9:30 - 9:45 AM,20,0
9:45 - 10:00 AM,18,0
10:00 - 10:15 AM,23,0
10:15 - 10:30 AM,19,0
10:30 - 10:45 AM,19,0
10:45 - 11:00 AM,24,0
11:00 - 11:15 AM,48,0
11:15 - 11:30 AM,32,0
11:30 - 11:45 AM,34,0
11:45 - 12:00 AM,33,0
12:00 - 12:15 AM,39,0
12:15 - 12:30 AM,28,0
12:30 - 12:45 AM,26,0
12:45 - 01:00 PM,42,0
01:00 - 01:15 PM,29,0
01:15 - 01:30 PM,51,0
01:30 - 01:45 PM,44,0
01:45 - 02:00 PM,43,0
02:00 - 02:15 PM,36,0
"Tue, Feb 21 2023 2:45P",Page: 82/247,
Entrances,Exits,
02:15 - 02:30 PM,46,0
02:30 - 02:45 PM,53,0
02:45 - 03:00 PM,35,0
03:00 - 03:15 PM,58,0
03:15 - 03:30 PM,69,0
03:30 - 03:45 PM,53,0
03:45 - 04:00 PM,56,0
04:00 - 04:15 PM,59,0
04:15 - 04:30 PM,43,0
04:30 - 04:45 PM,47,0
04:45 - 05:00 PM,89,0
05:00 - 05:15 PM,79,0
05:15 - 05:30 PM,59,0
05:30 - 05:45 PM,41,0
05:45 - 06:00 PM,62,0
06:00 - 06:15 PM,49,0
06:15 - 06:30 PM,42,0
06:30 - 06:45 PM,33,0
06:45 - 07:00 PM,43,0
07:00 - 07:15 PM,61,0
07:15 - 07:30 PM,70,0
07:30 - 07:45 PM,51,0
07:45 - 08:00 PM,47,0
08:00 - 08:15 PM,49,0
08:15 - 08:30 PM,51,0
08:30 - 08:45 PM,35,0
08:45 - 9:00 PM,23,0
9:00 - 9:15 PM,41,0
9:15 - 9:30 PM,19,0
9:30 - 9:45 PM,12,0
9:45 - 10:00 PM,9,0
"Mon, Oct 31, 2022",4278,0
05:45 - 06:00 AM,1,0
06:00 - 06:15 AM,67,0
06:15 - 06:30 AM,35,0
06:30 - 06:45 AM,33,0
06:45 - 07:00 AM,28,0
07:00 - 07:15 AM,31,0
07:15 - 07:30 AM,23,0
07:30 - 07:45 AM,20,0
"Tue, Feb 21 2023 2:45P",Page: 83/247,
Entrances,Exits,
07:45 - 08:00 AM,43,0
08:00 - 08:15 AM,57,0
08:15 - 08:30 AM,41,0
08:30 - 08:45 AM,42,0
08:45 - 9:00 AM,57,0
9:00 - 9:15 AM,87,0
9:15 - 9:30 AM,41,0
9:30 - 9:45 AM,36,0
9:45 - 10:00 AM,54,0
10:00 - 10:15 AM,120,0
10:15 - 10:30 AM,49,0
10:30 - 10:45 AM,56,0
10:45 - 11:00 AM,32,0
11:00 - 11:15 AM,82,0
11:15 - 11:30 AM,46,0
11:30 - 11:45 AM,42,0
11:45 - 12:00 AM,61,0
12:00 - 12:15 AM,119,0
12:15 - 12:30 AM,48,0
12:30 - 12:45 AM,47,0
12:45 - 01:00 PM,51,0
01:00 - 01:15 PM,63,0
01:15 - 01:30 PM,60,0
01:30 - 01:45 PM,51,0
01:45 - 02:00 PM,76,0
02:00 - 02:15 PM,135,0
02:15 - 02:30 PM,73,0
02:30 - 02:45 PM,34,0
02:45 - 03:00 PM,43,0
03:00 - 03:15 PM,78,0
03:15 - 03:30 PM,57,0
03:30 - 03:45 PM,55,0
03:45 - 04:00 PM,61,0
04:00 - 04:15 PM,152,0
04:15 - 04:30 PM,96,0
04:30 - 04:45 PM,64,0
04:45 - 05:00 PM,70,0
05:00 - 05:15 PM,109,0
05:15 - 05:30 PM,88,0
05:30 - 05:45 PM,74,0
"Tue, Feb 21 2023 2:45P",Page: 84/247,
Entrances,Exits,
05:45 - 06:00 PM,78,0
06:00 - 06:15 PM,125,0
06:15 - 06:30 PM,126,0
06:30 - 06:45 PM,71,0
06:45 - 07:00 PM,61,0
07:00 - 07:15 PM,80,0
07:15 - 07:30 PM,80,0
07:30 - 07:45 PM,54,0
07:45 - 08:00 PM,63,0
08:00 - 08:15 PM,85,0
08:15 - 08:30 PM,89,0
08:30 - 08:45 PM,68,0
08:45 - 9:00 PM,65,0
9:00 - 9:15 PM,58,0
9:15 - 9:30 PM,63,0
9:30 - 9:45 PM,60,0
9:45 - 10:00 PM,42,0
10:00 - 10:15 PM,33,0
10:15 - 10:30 PM,18,0
10:30 - 10:45 PM,25,0
10:45 - 11:00 PM,16,0
11:00 - 11:15 PM,19,0
11:15 - 11:30 PM,8,0
11:30 - 11:45 PM,3,0
"Tue, Nov 1, 2022",4504,0
05:45 - 06:00 AM,1,0
06:00 - 06:15 AM,75,0
06:15 - 06:30 AM,31,0
06:30 - 06:45 AM,41,0
06:45 - 07:00 AM,14,0
07:00 - 07:15 AM,40,0
07:15 - 07:30 AM,23,0
07:30 - 07:45 AM,23,0
07:45 - 08:00 AM,30,0
08:00 - 08:15 AM,66,0
08:15 - 08:30 AM,39,0
08:30 - 08:45 AM,33,0
08:45 - 9:00 AM,40,0
9:00 - 9:15 AM,123,0
9:15 - 9:30 AM,51,0
"Tue, Feb 21 2023 2:45P",Page: 85/247,
Entrances,Exits,
9:30 - 9:45 AM,62,0
9:45 - 10:00 AM,46,0
10:00 - 10:15 AM,80,0
10:15 - 10:30 AM,45,0
10:30 - 10:45 AM,53,0
10:45 - 11:00 AM,77,0
11:00 - 11:15 AM,151,0
11:15 - 11:30 AM,55,0
11:30 - 11:45 AM,51,0
11:45 - 12:00 AM,60,0
12:00 - 12:15 AM,89,0
12:15 - 12:30 AM,47,0
12:30 - 12:45 AM,43,0
12:45 - 01:00 PM,48,0
01:00 - 01:15 PM,62,0
01:15 - 01:30 PM,41,0
01:30 - 01:45 PM,53,0
01:45 - 02:00 PM,65,0
02:00 - 02:15 PM,131,0
02:15 - 02:30 PM,55,0
02:30 - 02:45 PM,50,0
02:45 - 03:00 PM,56,0
03:00 - 03:15 PM,87,0
03:15 - 03:30 PM,66,0
03:30 - 03:45 PM,59,0
03:45 - 04:00 PM,99,0
04:00 - 04:15 PM,118,0
04:15 - 04:30 PM,77,0
04:30 - 04:45 PM,94,0
04:45 - 05:00 PM,77,0
05:00 - 05:15 PM,103,0
05:15 - 05:30 PM,92,0
05:30 - 05:45 PM,66,0
05:45 - 06:00 PM,80,0
06:00 - 06:15 PM,107,0
06:15 - 06:30 PM,100,0
06:30 - 06:45 PM,88,0
06:45 - 07:00 PM,94,0
07:00 - 07:15 PM,73,0
07:15 - 07:30 PM,81,0
"Tue, Feb 21 2023 2:45P",Page: 86/247,
Entrances,Exits,
07:30 - 07:45 PM,79,0
07:45 - 08:00 PM,66,0
08:00 - 08:15 PM,91,0
08:15 - 08:30 PM,78,0
08:30 - 08:45 PM,78,0
08:45 - 9:00 PM,79,0
9:00 - 9:15 PM,71,0
9:15 - 9:30 PM,70,0
9:30 - 9:45 PM,56,0
9:45 - 10:00 PM,63,0
10:00 - 10:15 PM,60,0
10:15 - 10:30 PM,41,0
10:30 - 10:45 PM,20,0
10:45 - 11:00 PM,14,0
11:00 - 11:15 PM,13,0
11:15 - 11:30 PM,13,0
11:30 - 11:45 PM,1,0
"Wed, Nov 2, 2022",4195,0
08:00 - 08:15 AM,29,0
08:15 - 08:30 AM,29,0
08:30 - 08:45 AM,58,0
08:45 - 9:00 AM,40,0
9:00 - 9:15 AM,116,0
9:15 - 9:30 AM,46,0
9:30 - 9:45 AM,42,0
9:45 - 10:00 AM,45,0
10:00 - 10:15 AM,117,0
10:15 - 10:30 AM,48,0
10:30 - 10:45 AM,42,0
10:45 - 11:00 AM,50,0
11:00 - 11:15 AM,105,0
11:15 - 11:30 AM,30,0
11:30 - 11:45 AM,45,0
11:45 - 12:00 AM,73,0
12:00 - 12:15 AM,140,0
12:15 - 12:30 AM,53,0
12:30 - 12:45 AM,42,0
12:45 - 01:00 PM,56,0
01:00 - 01:15 PM,56,0
01:15 - 01:30 PM,47,0
"Tue, Feb 21 2023 2:45P",Page: 87/247,
Entrances,Exits,
01:30 - 01:45 PM,48,0
01:45 - 02:00 PM,72,0
02:00 - 02:15 PM,120,0
02:15 - 02:30 PM,59,0
02:30 - 02:45 PM,48,0
02:45 - 03:00 PM,39,0
03:00 - 03:15 PM,91,0
03:15 - 03:30 PM,46,0
03:30 - 03:45 PM,51,0
03:45 - 04:00 PM,77,0
04:00 - 04:15 PM,117,0
04:15 - 04:30 PM,84,0
04:30 - 04:45 PM,62,0
04:45 - 05:00 PM,77,0
05:00 - 05:15 PM,141,0
05:15 - 05:30 PM,100,0
05:30 - 05:45 PM,88,0
05:45 - 06:00 PM,101,0
06:00 - 06:15 PM,138,0
06:15 - 06:30 PM,103,0
06:30 - 06:45 PM,96,0
06:45 - 07:00 PM,56,0
07:00 - 07:15 PM,98,0
07:15 - 07:30 PM,99,0
07:30 - 07:45 PM,96,0
07:45 - 08:00 PM,94,0
08:00 - 08:15 PM,70,0
08:15 - 08:30 PM,87,0
08:30 - 08:45 PM,76,0
08:45 - 9:00 PM,77,0
9:00 - 9:15 PM,80,0
9:15 - 9:30 PM,76,0
9:30 - 9:45 PM,29,0
9:45 - 10:00 PM,41,0
10:00 - 10:15 PM,30,0
10:15 - 10:30 PM,35,0
10:30 - 10:45 PM,43,0
10:45 - 11:00 PM,17,0
11:00 - 11:15 PM,15,0
11:15 - 11:30 PM,4,0
"Tue, Feb 21 2023 2:45P",Page: 88/247,
Entrances,Exits,
11:30 - 11:45 PM,2,0
11:45 - 00:00 AM,3,0
"Thu, Nov 3, 2022",4020,0
06:00 - 06:15 AM,53,0
06:15 - 06:30 AM,23,0
06:30 - 06:45 AM,32,0
06:45 - 07:00 AM,30,0
07:00 - 07:15 AM,33,0
07:15 - 07:30 AM,12,0
07:30 - 07:45 AM,32,0
07:45 - 08:00 AM,36,0
08:00 - 08:15 AM,54,0
08:15 - 08:30 AM,23,0
08:30 - 08:45 AM,49,0
08:45 - 9:00 AM,51,0
9:00 - 9:15 AM,95,0
9:15 - 9:30 AM,41,0
9:30 - 9:45 AM,40,0
9:45 - 10:00 AM,41,0
10:00 - 10:15 AM,75,0
10:15 - 10:30 AM,45,0
10:30 - 10:45 AM,46,0
10:45 - 11:00 AM,65,0
11:00 - 11:15 AM,144,0
11:15 - 11:30 AM,76,0
11:30 - 11:45 AM,45,0
11:45 - 12:00 AM,57,0
12:00 - 12:15 AM,75,0
12:15 - 12:30 AM,51,0
12:30 - 12:45 AM,44,0
12:45 - 01:00 PM,52,0
01:00 - 01:15 PM,76,0
01:15 - 01:30 PM,37,0
01:30 - 01:45 PM,43,0
01:45 - 02:00 PM,64,0
02:00 - 02:15 PM,104,0
02:15 - 02:30 PM,59,0
02:30 - 02:45 PM,42,0
02:45 - 03:00 PM,58,0
03:00 - 03:15 PM,75,0
"Tue, Feb 21 2023 2:45P",Page: 89/247,
Entrances,Exits,
03:15 - 03:30 PM,56,0
03:30 - 03:45 PM,58,0
03:45 - 04:00 PM,59,0
04:00 - 04:15 PM,122,0
04:15 - 04:30 PM,73,0
04:30 - 04:45 PM,63,0
04:45 - 05:00 PM,46,0
05:00 - 05:15 PM,103,0
05:15 - 05:30 PM,89,0
05:30 - 05:45 PM,61,0
05:45 - 06:00 PM,59,0
06:00 - 06:15 PM,94,0
06:15 - 06:30 PM,88,0
06:30 - 06:45 PM,61,0
06:45 - 07:00 PM,82,0
07:00 - 07:15 PM,55,0
07:15 - 07:30 PM,101,0
07:30 - 07:45 PM,43,0
07:45 - 08:00 PM,52,0
08:00 - 08:15 PM,78,0
08:15 - 08:30 PM,81,0
08:30 - 08:45 PM,64,0
08:45 - 9:00 PM,61,0
9:00 - 9:15 PM,60,0
9:15 - 9:30 PM,94,0
9:30 - 9:45 PM,53,0
9:45 - 10:00 PM,53,0
10:00 - 10:15 PM,31,0
10:15 - 10:30 PM,39,0
10:30 - 10:45 PM,27,0
10:45 - 11:00 PM,24,0
11:00 - 11:15 PM,7,0
11:15 - 11:30 PM,3,0
11:30 - 11:45 PM,2,0
"Fri, Nov 4, 2022",2847,0
06:00 - 06:15 AM,51,0
06:15 - 06:30 AM,22,0
06:30 - 06:45 AM,27,0
06:45 - 07:00 AM,21,0
07:00 - 07:15 AM,19,0
"Tue, Feb 21 2023 2:45P",Page: 90/247,
Entrances,Exits,
07:15 - 07:30 AM,20,0
07:30 - 07:45 AM,30,0
07:45 - 08:00 AM,33,0
08:00 - 08:15 AM,31,0
08:15 - 08:30 AM,33,0
08:30 - 08:45 AM,46,0
08:45 - 9:00 AM,20,0
9:00 - 9:15 AM,49,0
9:15 - 9:30 AM,32,0
9:30 - 9:45 AM,26,0
9:45 - 10:00 AM,37,0
10:00 - 10:15 AM,75,0
10:15 - 10:30 AM,40,0
10:30 - 10:45 AM,48,0
10:45 - 11:00 AM,54,0
11:00 - 11:15 AM,76,0
11:15 - 11:30 AM,34,0
11:30 - 11:45 AM,59,0
11:45 - 12:00 AM,48,0
12:00 - 12:15 AM,117,0
12:15 - 12:30 AM,63,0
12:30 - 12:45 AM,67,0
12:45 - 01:00 PM,63,0
01:00 - 01:15 PM,80,0
01:15 - 01:30 PM,96,0
01:30 - 01:45 PM,50,0
01:45 - 02:00 PM,70,0
02:00 - 02:15 PM,68,0
02:15 - 02:30 PM,67,0
02:30 - 02:45 PM,53,0
02:45 - 03:00 PM,49,0
03:00 - 03:15 PM,90,0
03:15 - 03:30 PM,60,0
03:30 - 03:45 PM,56,0
03:45 - 04:00 PM,63,0
04:00 - 04:15 PM,81,0
04:15 - 04:30 PM,5,0
05:15 - 05:30 PM,1,0
05:30 - 05:45 PM,29,0
05:45 - 06:00 PM,47,0
"Tue, Feb 21 2023 2:45P",Page: 91/247,
Entrances,Exits,
06:00 - 06:15 PM,56,0
06:15 - 06:30 PM,46,0
06:30 - 06:45 PM,66,0
06:45 - 07:00 PM,48,0
07:00 - 07:15 PM,38,0
07:15 - 07:30 PM,42,0
07:30 - 07:45 PM,26,0
07:45 - 08:00 PM,18,0
08:00 - 08:15 PM,25,0
08:15 - 08:30 PM,37,0
08:30 - 08:45 PM,27,0
08:45 - 9:00 PM,23,0
9:00 - 9:15 PM,34,0
9:15 - 9:30 PM,26,0
9:30 - 9:45 PM,11,0
9:45 - 10:00 PM,14,0
10:00 - 10:15 PM,27,0
10:15 - 10:30 PM,25,0
10:30 - 10:45 PM,17,0
10:45 - 11:00 PM,18,0
11:00 - 11:15 PM,10,0
11:15 - 11:30 PM,4,0
11:45 - 00:00 AM,3,0
"Sat, Nov 5, 2022",2224,0
08:00 - 08:15 AM,58,0
08:15 - 08:30 AM,22,0
08:30 - 08:45 AM,26,0
08:45 - 9:00 AM,35,0
9:00 - 9:15 AM,13,0
9:15 - 9:30 AM,64,0
9:30 - 9:45 AM,26,0
9:45 - 10:00 AM,49,0
10:00 - 10:15 AM,50,0
10:15 - 10:30 AM,33,0
10:30 - 10:45 AM,42,0
10:45 - 11:00 AM,50,0
11:00 - 11:15 AM,77,0
11:15 - 11:30 AM,44,0
11:30 - 11:45 AM,40,0
11:45 - 12:00 AM,41,0
"Tue, Feb 21 2023 2:45P",Page: 92/247,
Entrances,Exits,
12:00 - 12:15 AM,36,0
12:15 - 12:30 AM,38,0
12:30 - 12:45 AM,60,0
12:45 - 01:00 PM,48,0
01:00 - 01:15 PM,40,0
01:15 - 01:30 PM,52,0
01:30 - 01:45 PM,52,0
01:45 - 02:00 PM,36,0
02:00 - 02:15 PM,65,0
02:15 - 02:30 PM,64,0
02:30 - 02:45 PM,45,0
02:45 - 03:00 PM,41,0
03:00 - 03:15 PM,46,0
03:15 - 03:30 PM,55,0
03:30 - 03:45 PM,46,0
03:45 - 04:00 PM,37,0
04:00 - 04:15 PM,31,0
04:15 - 04:30 PM,49,0
04:30 - 04:45 PM,37,0
04:45 - 05:00 PM,34,0
05:00 - 05:15 PM,37,0
05:15 - 05:30 PM,46,0
05:30 - 05:45 PM,45,0
05:45 - 06:00 PM,25,0
06:00 - 06:15 PM,27,0
06:15 - 06:30 PM,33,0
06:30 - 06:45 PM,28,0
06:45 - 07:00 PM,24,0
07:00 - 07:15 PM,41,0
07:15 - 07:30 PM,34,0
07:30 - 07:45 PM,38,0
07:45 - 08:00 PM,22,0
08:00 - 08:15 PM,40,0
08:15 - 08:30 PM,48,0
08:30 - 08:45 PM,59,0
08:45 - 9:00 PM,47,0
9:00 - 9:15 PM,21,0
9:15 - 9:30 PM,15,0
9:30 - 9:45 PM,7,0
9:45 - 10:00 PM,5,0
"Tue, Feb 21 2023 2:45P",Page: 93/247,
,Entrances,Exits
Week: 11/06/2022 - 11/12/2022,24790,0
"Sun, Nov 6, 2022",2514,0
08:00 - 08:15 AM,54,0
08:15 - 08:30 AM,48,0
08:30 - 08:45 AM,27,0
08:45 - 9:00 AM,16,0
9:00 - 9:15 AM,37,0
9:15 - 9:30 AM,24,0
9:30 - 9:45 AM,33,0
9:45 - 10:00 AM,60,0
10:00 - 10:15 AM,38,0
10:15 - 10:30 AM,35,0
10:30 - 10:45 AM,37,0
10:45 - 11:00 AM,40,0
11:00 - 11:15 AM,60,0
11:15 - 11:30 AM,33,0
11:30 - 11:45 AM,35,0
11:45 - 12:00 AM,41,0
12:00 - 12:15 AM,39,0
12:15 - 12:30 AM,23,0
12:30 - 12:45 AM,28,0
12:45 - 01:00 PM,24,0
01:00 - 01:15 PM,39,0
01:15 - 01:30 PM,43,0
01:30 - 01:45 PM,46,0
01:45 - 02:00 PM,33,0
02:00 - 02:15 PM,40,0
02:15 - 02:30 PM,44,0
02:30 - 02:45 PM,45,0
02:45 - 03:00 PM,40,0
03:00 - 03:15 PM,33,0
03:15 - 03:30 PM,52,0
03:30 - 03:45 PM,44,0
03:45 - 04:00 PM,70,0
04:00 - 04:15 PM,44,0
04:15 - 04:30 PM,49,0
04:30 - 04:45 PM,32,0
04:45 - 05:00 PM,77,0
05:00 - 05:15 PM,60,0
05:15 - 05:30 PM,51,0
"Tue, Feb 21 2023 2:45P",Page: 94/247,
Entrances,Exits,
05:30 - 05:45 PM,72,0
05:45 - 06:00 PM,59,0
06:00 - 06:15 PM,75,0
06:15 - 06:30 PM,44,0
06:30 - 06:45 PM,46,0
06:45 - 07:00 PM,48,0
07:00 - 07:15 PM,77,0
07:15 - 07:30 PM,86,0
07:30 - 07:45 PM,68,0
07:45 - 08:00 PM,56,0
08:00 - 08:15 PM,55,0
08:15 - 08:30 PM,58,0
08:30 - 08:45 PM,42,0
08:45 - 9:00 PM,39,0
9:00 - 9:15 PM,49,0
9:15 - 9:30 PM,40,0
9:30 - 9:45 PM,13,0
9:45 - 10:00 PM,13,0
"Mon, Nov 7, 2022",4534,0
05:45 - 06:00 AM,8,0
06:00 - 06:15 AM,68,0
06:15 - 06:30 AM,32,0
06:30 - 06:45 AM,31,0
06:45 - 07:00 AM,31,0
07:00 - 07:15 AM,32,0
07:15 - 07:30 AM,27,0
07:30 - 07:45 AM,34,0
07:45 - 08:00 AM,37,0
08:00 - 08:15 AM,58,0
08:15 - 08:30 AM,44,0
08:30 - 08:45 AM,64,0
08:45 - 9:00 AM,58,0
9:00 - 9:15 AM,94,0
9:15 - 9:30 AM,44,0
9:30 - 9:45 AM,42,0
9:45 - 10:00 AM,47,0
10:00 - 10:15 AM,116,0
10:15 - 10:30 AM,48,0
10:30 - 10:45 AM,50,0
10:45 - 11:00 AM,50,0
"Tue, Feb 21 2023 2:45P",Page: 95/247,
Entrances,Exits,
11:00 - 11:15 AM,95,0
11:15 - 11:30 AM,62,0
11:30 - 11:45 AM,55,0
11:45 - 12:00 AM,50,0
12:00 - 12:15 AM,156,0
12:15 - 12:30 AM,45,0
12:30 - 12:45 AM,37,0
12:45 - 01:00 PM,37,0
01:00 - 01:15 PM,64,0
01:15 - 01:30 PM,46,0
01:30 - 01:45 PM,44,0
01:45 - 02:00 PM,56,0
02:00 - 02:15 PM,120,0
02:15 - 02:30 PM,63,0
02:30 - 02:45 PM,44,0
02:45 - 03:00 PM,57,0
03:00 - 03:15 PM,83,0
03:15 - 03:30 PM,64,0
03:30 - 03:45 PM,62,0
03:45 - 04:00 PM,77,0
04:00 - 04:15 PM,149,0
04:15 - 04:30 PM,82,0
04:30 - 04:45 PM,82,0
04:45 - 05:00 PM,78,0
05:00 - 05:15 PM,113,0
05:15 - 05:30 PM,89,0
05:30 - 05:45 PM,74,0
05:45 - 06:00 PM,87,0
06:00 - 06:15 PM,120,0
06:15 - 06:30 PM,95,0
06:30 - 06:45 PM,81,0
06:45 - 07:00 PM,74,0
07:00 - 07:15 PM,97,0
07:15 - 07:30 PM,94,0
07:30 - 07:45 PM,88,0
07:45 - 08:00 PM,76,0
08:00 - 08:15 PM,79,0
08:15 - 08:30 PM,108,0
08:30 - 08:45 PM,80,0
08:45 - 9:00 PM,73,0
"Tue, Feb 21 2023 2:45P",Page: 96/247,
Entrances,Exits,
9:00 - 9:15 PM,95,0
9:15 - 9:30 PM,76,0
9:30 - 9:45 PM,38,0
9:45 - 10:00 PM,39,0
10:00 - 10:15 PM,48,0
10:15 - 10:30 PM,39,0
10:30 - 10:45 PM,17,0
10:45 - 11:00 PM,7,0
11:00 - 11:15 PM,14,0
11:15 - 11:30 PM,7,0
11:30 - 11:45 PM,3,0
"Tue, Nov 8, 2022",4283,0
05:45 - 06:00 AM,1,0
06:00 - 06:15 AM,88,0
06:15 - 06:30 AM,41,0
06:30 - 06:45 AM,39,0
06:45 - 07:00 AM,24,0
07:00 - 07:15 AM,35,0
07:15 - 07:30 AM,31,0
07:30 - 07:45 AM,19,0
07:45 - 08:00 AM,33,0
08:00 - 08:15 AM,63,0
